id,Age,Gender,Reviews_Read,Price,Discount,Category,Items_In_Cart,Email_Interaction,Socioeconomic_Status_Score,Engagement_Score,AB_Bucket,Price_Sine,Day,day_sin,day_cos,time_sin,time_cos,campaign_effect,seasonality_score,Time_of_Day_afternoon,Time_of_Day_evening,Time_of_Day_morning,Device_Type_desktop,Device_Type_mobile,Device_Type_tablet,Payment_Method_bank,Payment_Method_cash,Payment_Method_credit,Payment_Method_paypal,Referral_Source_ads,Referral_Source_direct,Referral_Source_email,Referral_Source_search_engine,Referral_Source_social_media,PM_RS_Combo_bank:ads,PM_RS_Combo_bank:direct,PM_RS_Combo_bank:email,PM_RS_Combo_bank:search_engine,PM_RS_Combo_bank:social_media,PM_RS_Combo_cash:ads,PM_RS_Combo_cash:direct,PM_RS_Combo_cash:email,PM_RS_Combo_cash:search_engine,PM_RS_Combo_cash:social_media,PM_RS_Combo_credit:ads,PM_RS_Combo_credit:direct,PM_RS_Combo_credit:email,PM_RS_Combo_credit:search_engine,PM_RS_Combo_credit:social_media,PM_RS_Combo_paypal:ads,PM_RS_Combo_paypal:direct,PM_RS_Combo_paypal:email,PM_RS_Combo_paypal:search_engine,PM_RS_Combo_paypal:social_media,Campaign_Period_false,Campaign_Period_true,Session_ID,purchase_proba,price_after_discount,expected_value
3600,0.08510638297872342,0.0,0.41666666666666663,0.06178729391775393,0.18888888888888888,1.0,0.0,0.0,0.15449438202247193,0.15026993067903666,0.6666666666666666,0.37657662096903916,0.44827586206896575,0.4999999999999981,1.0,0.5,1.0,1.0,0.5937759306849673,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,s0011491,0.8643569055529189,0.06167058458479817,0.053305395655355685
1015,0.48245557754733337,1.0,0.25,0.06195912804229609,0.4777777777777778,0.75,0.2272727272727273,0.0,0.0,0.24301084154885,0.8333333333333333,0.30627246698803157,0.827586206896552,0.27747906604368383,4.773959005888173e-15,0.0,0.0,0.0,0.1352984556554137,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,s0003134,0.8643569055529189,0.061663101097205124,0.05329892725117702
4096,0.4042553191489362,0.0,0.16666666666666666,0.06195153955925119,0.4777777777777778,0.0,0.4090909090909091,0.0,0.0,0.23187909108044905,0.8333333333333333,0.3092983542972784,0.1379310344827589,1.5543122344752192e-15,0.35689586789220695,1.0,4.440892098500626e-16,1.0,0.5124012143167815,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,s0013158,0.8643569055529189,0.06165554887024587,0.05329239943165249
431,0.08510638297872342,1.0,0.25,0.061689093802418646,0.06666666666666667,0.5,0.5909090909090909,0.0,0.2628410914927769,0.3489315868334381,0.16666666666666666,0.41807525630149944,0.5517241379310347,0.7225209339563183,6.217248937900877e-15,1.0,4.440892098500626e-16,1.0,0.8647015443445873,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,s0001345,0.8643569055529189,0.0616479677398837,0.05328584662927205
3926,0.3191489361702128,1.0,0.25,0.06169410991832969,0.07777777777777778,0.25,0.045454545454545456,1.0,0.24237560192616373,0.08212384475765919,0.8333333333333333,0.41593864709913264,1.0,0.9999999999999991,0.3568958678922137,0.5,1.0,0.0,0.6500234621566411,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,s0012556,0.8643569055529189,0.06164612561061543,0.053284254372118096
2064,0.5957446808510638,1.0,0.25,0.06171359559936871,0.15555555555555556,0.0,0.045454545454545456,1.0,0.44301765650080255,0.402030584971613,0.16666666666666666,0.4076540834562445,0.48275862068965525,0.9009688679024194,0.8019377358048373,0.0,0.0,1.0,0.6268631872975409,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,s0006672,0.8643569055529189,0.0616175966728808,0.053259595187779084
1453,0.851063829787234,0.0,0.41666666666666663,0.061891410477497105,0.4444444444444445,0.5,0.09090909090909091,1.0,0.0,0.3110453305429031,0.5,0.3335537305594179,0.827586206896552,0.27747906604368383,4.773959005888173e-15,0.0,0.0,0.0,0.1352984556554137,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,s0004616,0.8643569055529189,0.06161633754204156,0.05325850684934318
2658,0.9999999999999999,0.0,0.3333333333333333,0.06191173217785463,0.4777777777777778,0.25,0.18181818181818182,0.0,0.16171749598715893,0.5660018862638071,0.5,0.3253026682991663,0.06896551724137945,0.7225209339563181,6.106226635438361e-15,0.5,1.0,0.0,0.5147250065012283,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,s0008550,0.8643569055529189,0.06161593167967155,0.05325815603940096
1605,0.17021276595744683,1.0,0.16666666666666666,0.0617393835798857,0.24444444444444446,0.0,0.0,1.0,0.12479935794542536,0.2873522752045857,0.5,0.3967306420100925,0.3103448275862073,0.7225209339563149,4.551914400963142e-15,1.0,4.440892098500626e-16,1.0,0.8647015443445857,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,s0005127,0.8643569055529189,0.06158846508669042,0.05323441510008572
5074,0.17021276595744683,1.0,0.5,0.06165957588955755,0.14444444444444446,0.75,0.0,0.0,0.17117316813505964,0.17475836552323123,0.16666666666666666,0.4306782166484345,0.24137931034482785,0.9009688679024173,0.8019377358048402,1.0,4.440892098500626e-16,1.0,0.9517125402443845,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,s0016157,0.8643569055529189,0.061570512057717075,0.05321889727551701
5604,0.3191489361702128,0.0,0.25,0.06180073453602837,0.3888888888888889,0.25,0.09090909090909091,0.0,0.11195826645264847,0.3797507138333479,0.16666666666666666,0.3709591667955492,0.931034482758621,0.49999999999999784,1.0,0.0,0.0,0.0,0.2437993928416083,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,s0017844,0.8643569055529189,0.061560398346166036,0.0532101554190971
4867,0.416702618003154,0.0,0.25,0.061716039348145874,0.2555555555555556,0.75,0.2272727272727273,1.0,0.26364365971107545,0.242888475100192,0.0,0.40661689364883147,0.6206896551724141,0.0,0.356895867892214,0.5,1.0,1.0,0.34997653784335836,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,s0015491,0.8643569055529189,0.06155832058092284,0.05320835948836102
4260,0.12765957446808507,1.0,0.22168742404555436,0.06169346682654621,0.23333333333333334,0.0,0.13636363636363635,0.0,0.23595505617977527,0.406871996286752,0.0,0.4162124839863854,0.827586206896552,0.27747906604368383,4.773959005888173e-15,0.0,0.0,0.0,0.1352984556554137,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,s0013636,0.8643569055529189,0.061549515403950934,0.05320074867284074
583,0.10638297872340424,0.0,0.2924807855956396,0.06179436792737206,0.4,0.0,0.13636363636363635,0.0,0.1930909116034356,0.2051313289927069,1.0,0.37361794388281006,0.896551724137931,0.0990311320975778,0.8019377358048347,0.5,1.0,0.0,0.21071213622903529,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,s0001812,0.8643569055529189,0.06154719045566257,0.05319873908773264
2523,0.41686981409109214,1.0,0.16666666666666666,0.06184356444880722,0.48888888888888893,0.25,0.13636363636363635,1.0,0.13764044943820225,0.3923348064678927,0.3333333333333333,0.3531782841278641,0.06896551724137945,0.7225209339563181,6.106226635438361e-15,1.0,4.440892098500626e-16,0.0,0.6771496829746506,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,s0008052,0.8643569055529189,0.06154121813372416,0.05319357687002299
2871,0.1914893617021276,0.0,0.3333333333333333,0.06168021913580682,0.23333333333333334,0.5,0.09090909090909091,0.0,0.1079454253611557,0.27441598958598024,0.6666666666666666,0.4218591543570237,0.0,0.9009688679024173,0.8019377358048401,0.0,0.0,0.0,0.43931132592760336,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,s0009209,0.8643569055529189,0.061536298624489935,0.05318932465824446
2576,0.33984532822348956,1.0,0.08333333333333333,0.061742984893873115,0.4,0.0,0.09090909090909091,1.0,0.11556982343499198,0.33782587472708153,0.0,0.3952091287930916,0.1379310344827589,1.5543122344752192e-15,0.35689586789220695,1.0,4.440892098500626e-16,0.5932398358745462,0.5497520830831726,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,s0008239,0.8643569055529189,0.06149601295429762,0.05315450346101891
1192,0.3191489361702128,1.0,0.16666666666666666,0.061677839696207985,0.3,0.0,0.13636363636363635,1.0,0.08908507223113965,0.6148689137716553,0.5,0.4228744677806643,0.7586206896551726,1.0,0.3568958678922173,0.09584044161503807,0.1916808832300761,0.0,0.2973265570844222,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,s0003706,0.8643569055529189,0.06149280617711936,0.0531517316610203
4119,0.04255319148936171,0.0,0.25,0.06167488147400404,0.3,0.75,0.2727272727272727,1.0,0.34550561797752805,0.35882563285466806,0.0,0.4241372032706093,0.7586206896551726,1.0,0.3568958678922173,0.5,1.0,0.0,0.6500234621566414,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,s0013223,0.8643569055529189,0.061489856829582024,0.053149182372109534
5058,0.0,0.0,0.41666666666666663,0.06175693998557433,0.43333333333333335,0.5,0.13491757294584603,1.0,0.4570626003210273,0.24197783403781736,0.0,0.38932297835573115,1.0,0.9999999999999991,0.3568958678922137,0.0,0.0,0.0,0.4875987856832188,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,s0016121,0.8643569055529189,0.061489326578970174,0.05314872404633151
3168,0.3028404477987199,0.0,0.0,0.06151095737839852,0.044444444444444446,0.25,0.18181818181818182,0.0,0.5132423756019261,0.7195281869000337,0.6666666666666666,0.4946487396597251,0.5517241379310347,0.7225209339563183,6.217248937900877e-15,0.0,0.0,1.0,0.5398521913977427,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,s0010203,0.8643569055529189,0.06148361917511923,0.053143790812400164
643,0.0,1.0,0.25,0.06167584611167924,0.34444444444444444,1.0,0.045454545454545456,1.0,0.1492776886035313,0.4502514834800201,0.0,0.42372538685866884,0.48275862068965525,0.9009688679024194,0.8019377358048373,0.0,0.0,1.0,0.6268631872975409,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,s0001981,0.8643569055529189,0.061463407086183454,0.05312632035375288
3915,0.10638297872340424,0.0,0.25,0.06167719660442452,0.35555555555555557,0.5,0.13636363636363635,0.0,0.4209470304975923,0.4111381811349577,0.8333333333333333,0.42314893293301337,0.6551724137931036,0.09903113209758013,0.8019377358048377,0.0,0.0,1.0,0.2358393211255507,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,s0012528,0.8643569055529189,0.06145789990538657,0.05312156018400096
190,0.1914893617021276,1.0,0.25,0.0614571305961224,0.011111111111111112,0.0,0.18181818181818182,0.0,0.32102728731942215,0.4744767690272758,1.0,0.5178948163811524,0.1379310344827589,1.5543122344752192e-15,0.35689586789220695,0.5,1.0,1.0,0.34997653784335914,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,s0000601,0.8643569055529189,0.06145030202605617,0.05311499290453417
3424,0.0,0.0,0.08333333333333333,0.061686585744463125,0.4222222222222222,0.5,0.2272727272727273,0.0,0.3796147672552167,0.0449704092351184,0.3333333333333333,0.4191441402969961,0.7586206896551726,1.0,0.3568958678922173,0.0,0.0,0.0,0.4875987856832192,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,s0010971,0.8643569055529189,0.061426131271319837,0.0530941007457654
2098,0.17021276595744683,0.0,0.08333333333333333,0.061674817164825695,0.41111111111111115,0.25,0.13636363636363635,1.0,0.2247191011235955,0.06771612152501849,1.0,0.4241646595743903,0.5172413793103452,0.9999999999999991,0.3568958678922135,0.0,0.0,1.0,0.6751506470531553,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,s0006775,0.8643569055529189,0.061421265138703635,0.05308989467043525
987,0.42553191489361697,1.0,0.0,0.06148266133992601,0.1,0.25,0.18181818181818182,1.0,0.4369983948635634,0.6064190864477308,0.0,0.5068706441822841,0.3820760354036854,0.6294545549793001,0.4918093148433941,1.0,4.440892098500626e-16,1.0,0.5502746645627795,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,s0003059,0.8643569055529189,0.06142117867858608,0.05308981993803558
973,0.25029948503813315,1.0,0.16666666666666666,0.061429606267790045,0.022222222222222223,1.0,0.045454545454545456,0.0,0.2756821829855538,0.7186608801087339,0.3333333333333333,0.5297699112418388,0.21108945482452768,0.7490552350381732,0.4759039770949409,0.0,0.0,0.0,0.5584712556205726,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,s0003019,0.8643569055529189,0.06141595524417498,0.05308530502643165
549,0.48949646927500345,1.0,0.08333333333333333,0.06172137700994865,0.5,0.25,0.13636363636363635,1.0,0.2748796147672552,0.27154785330812986,0.16666666666666666,0.40435290638940696,0.3103448275862073,0.7225209339563149,4.551914400963142e-15,0.0,0.0,1.0,0.539852191397741,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,s0001702,0.8643569055529189,0.0614127701248989,0.05308255194659036
2175,0.25270806150527303,1.0,0.3333333333333333,0.06158562033445894,0.2888888888888889,1.0,0.36363636363636365,1.0,0.14245585874799357,0.31202475994312434,0.8333333333333333,0.4624340676346216,0.034482758620689946,0.9999999999999991,0.3568958678922133,0.5,1.0,0.0,0.650023462156641,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,s0007005,0.8643569055529189,0.06140770632015939,0.05307817501199539
2505,0.10638297872340424,1.0,0.16666666666666666,0.0616470999089583,0.4,0.5,0.045454545454545456,1.0,0.26364365971107545,0.7842682982029632,0.16666666666666666,0.43601898473322304,0.3793103448275863,7.771561172376096e-16,0.3568958678922105,1.0,4.440892098500626e-16,1.0,0.5124012143167811,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,s0008002,0.8643569055529189,0.06140051150932247,0.05307195612756435
1195,0.21276595744680848,1.0,0.25,0.06171623227568092,0.5222222222222223,1.0,0.2272727272727273,0.0,0.026484751203852328,0.06594877480657421,0.6666666666666666,0.40653502790803736,0.034482758620689946,0.9999999999999991,0.3568958678922133,0.5,1.0,0.0,0.650023462156641,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,s0003714,0.8643569055529189,0.061393936396019026,0.053066272882975725
2639,0.08525324914819438,1.0,0.3333333333333333,0.06151172908853868,0.2,0.25,0.2727272727272727,1.0,0.24157303370786515,0.447202560811119,0.0,0.4943154266119681,0.3793103448275863,7.771561172376096e-16,0.3568958678922105,1.0,4.440892098500626e-16,1.0,0.5124012143167811,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,s0008498,0.8643569055529189,0.0613887056303616,0.053061751634558396
4408,0.8936170212765958,0.0,0.25,0.06143108537889202,0.1,0.75,0.0,1.0,0.22942184916714733,0.692155356710921,1.0,0.5291321316216598,0.48275862068965525,0.9009688679024194,0.8019377358048373,0.0,0.0,1.0,0.6268631872975409,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,s0014076,0.8643569055529189,0.061369654293513126,0.05304528447999341
322,0.04255319148936171,0.0,0.16666666666666666,0.06168285581211902,0.5333333333333333,0.25,0.18181818181818182,1.0,0.18418940609951845,0.5610703577345845,0.6666666666666666,0.4207344631398052,0.44827586206896575,0.4999999999999981,1.0,0.5,1.0,1.0,0.5937759306849673,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,s0000963,0.8643569055529189,0.061353880581121054,0.05303165036276111
5885,0.3960092218905086,0.0,0.3333333333333333,0.06155044321390334,0.3666666666666667,0.5,0.18181818181818182,0.0,0.33386837881219905,0.03815526668388068,0.5,0.47760058006732464,0.931034482758621,0.49999999999999784,1.0,0.5,1.0,0.0,0.40622406931503063,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,0.8643569055529189,0.06132475825545236,0.05300647827946362
1443,0.36170212765957444,1.0,0.25,0.061338094307002815,0.03333333333333333,0.0,0.045454545454545456,0.0,0.3920545746388443,0.03435343243582681,0.8333333333333333,0.5690934993704923,0.10344827586206895,0.2774790660436868,3.3306690738754696e-15,1.0,4.440892098500626e-16,0.0,0.4601478086022598,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,s0004583,0.8643569055529189,0.06131764827556715,0.053000332719251496
3664,0.04255319148936171,0.0,0.25,0.06138201747581355,0.13333333333333333,1.0,0.0,0.0,0.264446227929374,0.03748605529788614,0.3333333333333333,0.5502580675744334,0.6551724137931036,0.09903113209758013,0.8019377358048377,1.0,4.440892098500626e-16,1.0,0.5606886740723953,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,s0011678,0.8643569055529189,0.061300174785845804,0.05298522938774674
1650,0.0,1.0,0.08333333333333333,0.061595845493816054,0.5222222222222223,0.25,0.18181818181818182,1.0,0.056179775280898875,0.13919156312823527,0.3333333333333333,0.45803140678454063,0.7586206896551726,1.0,0.3568958678922173,0.0,0.0,0.0,0.4875987856832192,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,s0005301,0.8643569055529189,0.06127417830068168,0.052962759146275025
2699,0.25531914893617025,0.0,0.41666666666666663,0.061423625514203814,0.24444444444444446,0.0,0.18181818181818182,0.0,0.2291962373334482,0.7853515856709804,0.3333333333333333,0.5323482528864667,0.827586206896552,0.27747906604368383,4.773959005888173e-15,0.5,1.0,0.0,0.297723132128836,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,s0008675,0.8643569055529189,0.06127347887405798,0.052962154592042905
3700,0.34042553191489355,0.0,0.41666666666666663,0.06137873770771788,0.18888888888888888,0.25,0.045454545454545456,0.0,0.2158908507223114,0.3447096668301316,0.8333333333333333,0.5516673558892073,0.034482758620689946,0.9999999999999991,0.3568958678922133,0.5,1.0,0.0,0.650023462156641,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,s0011765,0.8643569055529189,0.061262800092047744,0.052952924313069465
