,id,Age,Gender,Reviews_Read,Price,Discount,Category,Items_In_Cart,Email_Interaction,Socioeconomic_Status_Score,Engagement_Score,AB_Bucket,Price_Sine,Day,Purchase,Time_of_Day,Device_Type,Payment_Method,Referral_Source,PM_RS_Combo,Session_ID,Campaign_Period
3110,3111,25.0,1.0,2.0,46.958,6.0,4.0,1.0,1.0,3.29,1.15098973094322,3.0,0.507960029948849,47.0,1.0,afternoon,desktop,paypal,search_engine,paypal:search_engine,s0004539,true
3111,3112,35.99771070590561,1.0,4.0,351.465,47.0,0.0,6.0,1.0,0.0,2.54070218249223,4.0,0.625894090876274,53.0,0.0,evening,tablet,cash,direct,cash:direct,s0004540,false
3112,3113,37.0,0.0,4.0,607.06,18.0,3.0,2.0,1.0,5.64,2.15929243115948,5.0,0.73925515652189,25.0,0.0,afternoon,mobile,cash,,cash:ads,s0004541,true
3113,3114,36.0,0.0,3.0,335.05,36.0,0.0,2.0,0.0,10.18,1.12058453444147,0.0,-0.233491632482736,59.0,0.0,afternoon,desktop,bank,search_engine,bank:search_engine,s0004543,false
3114,3115,23.0,0.0,0.0,590.889,37.0,3.0,4.0,1.0,6.07,1.64402452149831,1.0,0.987297892203394,38.0,0.0,evening,desktop,credit,ads,credit:ads,s0004544,true
3115,3116,29.137522006911233,1.0,3.970411174979119,956.268,47.0,1.0,6.0,1.0,5.94,1.82240040732676,2.0,0.277388729949134,9.0,0.0,morning,mobile,credit,email,credit:email,s0004545,false
3116,3117,45.0,0.0,1.0,245.078,15.0,4.0,5.0,0.0,5.47,4.08856267174652,3.0,0.866962018291137,48.0,0.0,afternoon,mobile,cash,direct,cash:direct,s0004546,true
3117,3118,65.0,1.0,0.0,47.291,12.0,0.0,11.0,1.0,2.11,4.35104455548394,4.0,0.491938474891351,32.0,0.0,morning,mobile,paypal,social_media,paypal:social_media,s0004547,true
3118,3119,65.0,0.0,1.0,335.954,40.0,1.0,0.0,0.0,7.87,2.68809874083119,5.0,-0.184383735610125,34.0,1.0,afternoon,tablet,,direct,paypal:direct,s0004548,true
3119,3120,29.0,1.0,4.0,757.539,40.0,2.0,1.0,1.0,6.74,1.16161747106305,1.0,-0.94733068013759,4.0,1.0,evening,desktop,credit,direct,credit:direct,s0004551,false
3120,3121,23.0,0.0,2.0,289.91,46.0,1.0,2.0,0.0,8.61,1.95056289253337,2.0,-0.387711725919208,34.0,1.0,afternoon,mobile,,social_media,cash:social_media,s0004552,true
3121,3122,55.0,0.0,1.0,127.318,28.0,2.0,5.0,0.0,1.08,2.88249171375408,4.0,0.710379254413432,16.0,0.0,morning,desktop,paypal,email,paypal:email,s0004554,false
3122,3123,39.528007174235746,0.0,3.0,771.754,6.0,0.0,6.0,0.0,5.11,2.77783605954982,5.0,-0.894394188781374,31.0,0.0,evening,desktop,cash,direct,cash:social_media,s0004555,true
3123,3124,33.0,0.0,2.0,695.553,1.0,4.0,10.0,0.0,3.85,1.35491408147112,6.0,0.809160210195455,15.0,0.0,afternoon,desktop,cash,direct,,s0004556,false
3124,3125,30.0,0.0,2.0,392.45,12.0,0.0,1.0,0.0,4.07,2.45432331654219,0.0,0.187258761138713,55.0,0.0,evening,mobile,cash,direct,cash:direct,s0004557,false
3125,3126,33.6223979211614,1.0,4.0,417.232,29.0,3.0,2.0,0.0,15.91,0.333950981591651,1.0,-0.927775728082584,33.0,1.0,evening,mobile,credit,social_media,credit:social_media,s0004558,true
3126,3127,27.0,0.0,4.0,280.428,10.0,2.0,1.0,0.0,11.73,3.61775375204892,2.0,0.128275516750908,34.0,1.0,morning,desktop,cash,direct,cash:direct,s0004559,true
3127,3128,36.36796402544825,0.0,1.0,853.3509217129806,6.0,3.0,1.0,1.0,0.0,1.67480735902716,3.0,0.60356330452331,68.0,0.0,morning,mobile,cash,,cash:search_engine,s0004560,false
3128,3129,38.11467028147225,0.0,3.0,653.178,26.0,2.0,14.0,0.0,1.34,1.70250564368684,4.0,-0.987330449111339,69.0,0.0,morning,desktop,cash,direct,cash:direct,s0004561,false
3129,3130,31.61350228715129,1.0,3.0,982.12,4.0,2.0,1.0,0.0,2.42,4.15892571199032,5.0,-0.914854370468774,34.0,1.0,morning,mobile,paypal,,paypal:search_engine,s0004562,true
3130,3131,22.0,1.0,7.0,319.854,37.0,0.0,0.0,1.0,0.15,1.34133296977521,6.0,-0.881905604156699,24.0,1.0,evening,desktop,bank,email,bank:email,s0004563,false
3131,3132,51.0,0.0,1.0,845.045,15.0,1.0,3.634296202512648,1.0,6.47,1.73893625650734,4.0,0.176023453967301,18.0,1.0,afternoon,tablet,paypal,social_media,paypal:social_media,s0004568,false
3132,3133,21.0,1.0,4.0,303.502,43.0,4.0,3.0,0.0,4.65,0.345911466167091,5.0,-0.914090332665533,53.0,1.0,afternoon,mobile,paypal,,paypal:search_engine,s0004569,false
3133,3134,20.0,1.0,4.0,145.842,1.0,0.0,0.0,0.0,1.71,0.599146454710798,6.0,0.96931890141429,1.0,1.0,afternoon,desktop,credit,ads,credit:ads,s0004570,false
3134,3135,43.0,1.0,1.0,734.738,16.0,1.0,2.0,1.0,3.21,1.68364791499324,0.0,0.0219249619401219,51.0,0.0,evening,mobile,bank,email,bank:email,,false
3135,3136,41.0,1.0,5.0,617.992,14.0,2.0,8.0,1.0,1.13,0.31576016545618,1.0,0.222745966095488,44.0,0.0,afternoon,desktop,bank,ads,bank:ads,s0004572,true
3136,3137,40.0,0.0,2.0,541.179,44.0,3.0,2.0,0.0,8.38,0.742714413340862,3.0,-0.975816683279684,37.0,0.0,afternoon,desktop,cash,ads,cash:ads,s0004574,true
3137,3138,28.0,1.0,4.0,340.2800546127007,10.0,1.0,10.0,1.0,3.86,0.239658581884319,4.0,0.997019767951165,70.0,0.0,morning,mobile,bank,,bank:direct,s0004575,false
3138,3139,19.0,1.0,2.0,168.562,40.0,1.0,6.0,0.0,1.59,2.79512085558987,6.0,0.060186009999105,24.0,0.0,afternoon,mobile,paypal,,paypal:ads,s0004577,false
3139,3140,24.0,1.0,2.0,363.923,39.0,2.0,6.0,1.0,2.36,1.01468028519751,4.0,0.979585380539891,62.0,0.0,evening,mobile,bank,search_engine,bank:search_engine,s0004582,false
3140,3141,38.0,0.0,4.0,724.191,49.0,4.0,4.0,1.0,7.63,4.37172181593652,2.0,0.571121266563246,18.0,0.0,evening,desktop,credit,search_engine,credit:search_engine,s0004587,false
3141,3142,37.0,1.0,1.0,10614.1370137221,41.0,4.0,9.0,1.0,5.6,0.275227794290703,3.0,0.721997217669287,10.0,0.0,morning,desktop,paypal,,paypal:ads,s0004588,false
3142,3143,37.0,0.5874588812161587,5.0,99.449,28.0,1.0,3.0,1.0,7.03,3.01007444729198,2.3623913916230204,-0.687645293775337,40.0,0.0,morning,mobile,cash,social_media,cash:social_media,s0004589,true
3143,3144,36.0,0.0,2.0,580.573,5.0,1.0,6.0,0.0,5.1,1.29486344731112,0.0,0.743393007536681,66.0,0.0,morning,tablet,bank,,bank:direct,s0004592,false
3144,3145,25.0,0.0,3.0,927.795,26.0,4.0,1.0,1.0,4.74,3.75206856855931,1.0,0.957637773862749,39.0,1.0,evening,tablet,cash,direct,cash:social_media,s0004593,true
3145,3146,65.0,0.0,1.0,444.87,10.0,3.0,1.0,0.0,1.2,2.51365037031231,4.0,-0.405696955531191,57.0,0.0,evening,mobile,credit,direct,credit:direct,s0004596,false
3146,3147,24.0,0.0,5.0,601.696,45.0,3.0,4.0,1.0,11.42,2.23361039741457,5.0,0.904396672841275,34.0,0.0,morning,mobile,paypal,email,paypal:email,s0004597,true
3147,3148,41.0,0.0,5.0,577.638,38.0,3.0,6.0,0.0,1.2,1.77445678223346,6.0,0.624954668976515,64.0,0.0,afternoon,mobile,paypal,social_media,paypal:social_media,s0004598,false
3148,3149,49.0,0.0,3.0,373.825,49.0,0.0,4.0,0.0,2.61,2.46626127337908,0.0,0.940157765573613,44.0,0.0,afternoon,mobile,cash,direct,cash:direct,s0004599,true
3149,3150,29.0,0.0,1.0,663.677,19.0,4.0,4.0,1.0,8.67,1.00711601457532,1.0,-0.736693354417563,47.0,0.0,afternoon,mobile,paypal,social_media,paypal:social_media,s0004600,true
3150,3151,22.0,1.0,2.0,441.899,25.0,1.0,5.0,0.0,6.21,2.46776277846798,2.0,-0.550361196006213,30.0,0.0,morning,desktop,,social_media,cash:social_media,s0004601,true
3151,3152,30.0,1.0,3.0,89.161,12.0,0.0,2.0,0.0,0.0,2.32120996165263,3.0,-0.971099808433923,19.0,1.0,evening,mobile,bank,ads,bank:ads,s0004602,false
3152,3153,31.710230096441553,1.0,3.0,113.201,34.0,0.0,2.0,0.0,16.02,0.989732247340283,4.0,0.0057591054287237,67.0,1.0,morning,mobile,bank,direct,bank:direct,s0004603,false
3153,3154,26.498697140220727,0.0,3.0,445.532,21.0,1.0,5.0,0.0,0.46,2.62105541363686,5.0,-0.371815019940013,47.0,0.0,morning,tablet,paypal,social_media,paypal:social_media,s0004604,true
3154,3155,65.0,1.0,4.0,954.318,10.0,0.0,8.0,0.0,3.92,1.78931466422766,6.0,0.379641213462862,54.0,0.0,evening,tablet,credit,direct,credit:direct,s0004605,false
3155,3156,33.0,1.0,1.0,484.517,49.0,1.0,3.0,1.0,2.22,0.448863636973214,0.0,0.977173629440233,55.0,0.0,morning,tablet,,search_engine,bank:search_engine,s0004606,false
3156,3157,36.408992760319876,0.0,4.0,881.309,37.0,2.190325567778758,10.0,0.0,3.73,2.46815862007079,2.0,-0.964586542868168,3.0,0.0,morning,desktop,,,bank:ads,s0004608,false
3157,3158,49.0,0.0,5.0,262.502,29.0,2.0,1.0,0.0,2.4,0.97580170303955,3.0,0.902060017650439,16.0,1.0,afternoon,mobile,credit,search_engine,credit:search_engine,s0004609,false
3158,3159,29.0,0.0,0.0,197.262,41.0,3.0073716066276024,5.0,0.0,7.39,1.40015016454976,4.0,-0.999331235298917,17.0,0.0,afternoon,desktop,bank,direct,bank:direct,s0004610,false
3159,3160,32.0,1.0,3.0,347.427,37.0,0.0,1.0,0.0,11.25,1.75372235293369,5.0,0.436715250862683,22.0,1.0,afternoon,mobile,cash,direct,cash:direct,s0004611,false
3160,3161,22.0,0.0,4.0,681.122,6.0,0.0,3.0,1.0,1.67,3.56108133615316,6.0,0.140532536001477,20.0,1.0,morning,desktop,,search_engine,paypal:search_engine,s0004612,false
3161,3162,32.0,0.0,2.0,655.907,30.0,2.0,2.0,1.0,4.59,0.760721080497594,0.0,-0.952039582846139,27.0,1.0,morning,,bank,email,bank:email,s0004613,true
3162,3163,34.590664409901706,1.0,0.0,905.687,9.0,2.0,9.0,0.0,0.45,5.44538234593129,1.0,0.0504405735649833,59.0,0.0,afternoon,mobile,cash,,cash:email,s0004614,false
3163,3164,19.0,1.0,3.0,5291.57085276719,35.0,2.0,3.0,1.0,8.02,1.42850290029811,4.0,0.385970569263547,14.0,0.0,morning,desktop,cash,direct,cash:direct,s0004617,false
3164,3165,45.0,1.0,3.0,934.851,27.111967008181487,1.0,4.0,0.0,9.04,2.6376688834829,6.0,0.9950153521038,8.0,0.0,evening,desktop,paypal,ads,paypal:ads,s0004619,false
3165,3166,41.931148241762045,0.0,2.0,433.603,28.0,1.0,3.0,1.0,0.95,0.303151333820043,0.0,-0.86426412791237,54.0,0.0,afternoon,desktop,paypal,email,paypal:ads,s0004620,false
3166,3167,32.60607197309715,0.0,8.0,634.925,19.0,0.0,6.0,0.0,2.26,2.19054072808996,1.0,-0.656441528327114,22.0,0.0,afternoon,desktop,paypal,search_engine,paypal:search_engine,s0004621,false
3167,3168,28.0,1.0,4.0,744.605,23.0,3.0,1.0,0.0,4.97,1.47244933569735,2.0,-0.502285575596718,39.0,1.0,afternoon,tablet,bank,email,bank:email,s0004622,true
3168,3169,32.0,0.0,4.0,788.826,17.0,1.0,3.0,0.0,14.54,4.97281000356725,4.0,-0.157966033665717,47.0,1.0,morning,mobile,cash,direct,cash:direct,s0004624,true
3169,3170,27.19140486484289,0.0,1.0,540.205,27.0,4.0,4.0,0.0,19.95,0.539020664239408,5.0,-0.98621083293337,40.0,0.0,morning,tablet,paypal,,paypal:ads,s0004625,true
3170,3171,28.0,0.0,3.23068713039286,959.554,14.0,1.0,3.0,1.0,8.174298834644315,2.87628631941282,0.0,0.0983602593087937,54.0,1.0,morning,desktop,paypal,search_engine,paypal:search_engine,s0004627,false
3171,3172,23.0,0.0,1.0,431.59,39.0,4.0,1.0,0.0,1.38,1.66517012117607,1.0,-0.91500447255489,33.0,0.0,afternoon,desktop,paypal,ads,paypal:ads,s0004628,true
3172,3173,35.0,0.0,3.0,549.181,49.0,0.0,5.0,1.0,4.74,1.14305705890248,2.0,-0.786962848588845,3.0,0.0,evening,desktop,bank,email,bank:email,s0004629,false
3173,3174,21.0,1.0,4.0,830.078,2.0,0.0,7.0,1.0,5.45,2.07637722558273,3.0,0.846003969324534,54.0,0.0,afternoon,mobile,cash,search_engine,,s0004630,false
3174,3175,21.0,1.0,3.0,180.091,1.0,1.0,13.0,0.0,2.65,1.66039018393747,4.0,-0.548256113344288,43.0,0.0,morning,mobile,credit,search_engine,credit:search_engine,s0004631,true
3175,3176,34.51863923542191,0.0,4.0,76.105,41.0,0.0,10.0,1.0,1.75,0.359684290919756,5.0,-0.884985515461907,51.0,0.0,afternoon,desktop,cash,,cash:ads,s0004632,false
3176,3177,28.458463650952698,0.0,0.0,93.269,32.0,2.0,10.0,0.0,6.54,1.49506784731335,6.0,-0.891920304750297,41.0,0.0,evening,desktop,paypal,social_media,paypal:social_media,s0004633,true
3177,3178,23.72514389020338,1.0,3.0,155.195,0.0,1.0,2.0,0.0,2.63,1.01881172641308,0.0,0.719327338334837,50.0,0.0,evening,desktop,,email,cash:email,s0004634,true
3178,3179,27.474169239536504,1.0,3.0,526.32,27.0,4.0,0.0,0.0,4.37,3.44807646889724,4.0,-0.822428032660281,23.0,0.0,afternoon,mobile,bank,,bank:direct,s0004638,false
3179,3180,19.0,1.0,2.0,825.377,29.0,4.0,1.0,1.0,3.55,4.26454853419903,5.0,0.954985834449974,20.0,0.0,evening,mobile,credit,email,credit:email,s0004639,false
3180,3181,24.300090164848783,0.0,4.0,952.231,47.0,0.0,3.0,0.0,15.09,3.0769266540905,6.0,0.484116249466962,33.0,0.0,afternoon,mobile,,social_media,bank:social_media,s0004640,true
3181,3182,24.50552016769191,0.0,8.0,911.765,6.0,4.0,5.0,0.0,4.49,2.68491323410576,1.0,0.37845692526495,16.0,0.0,afternoon,mobile,cash,ads,cash:ads,s0004642,false
3182,3183,34.0,1.0,5.0,3367.80135235243,32.0,3.0,3.0,1.0,3.21,2.18243409144675,2.0,0.813716867060361,48.0,0.0,evening,desktop,bank,social_media,bank:social_media,s0004643,true
3183,3184,21.0,0.0,5.0,965.163,47.0,3.0,1.0,0.0,5.16,4.70267444555863,3.0,-0.211482535820786,69.0,1.0,morning,desktop,cash,search_engine,cash:search_engine,s0004644,false
3184,3185,24.34942349326517,0.0,3.0,536.299,19.0,3.0,5.0,0.0,9.99,2.65875844682025,5.0,-0.998712935395477,30.0,0.0,evening,mobile,credit,ads,credit:ads,s0004646,true
3185,3186,20.0,0.0,2.0,902.645,34.0,2.0,0.0,0.0,1.65,4.6601086600718,6.0,-0.118260606542409,29.0,1.0,evening,mobile,cash,email,cash:email,s0004647,true
3186,3187,18.0,1.0,4.0,402.016,12.0,1.0,1.0,0.0,4.87,3.65506514728966,0.0,-0.336383207439854,26.0,1.0,afternoon,mobile,paypal,ads,paypal:ads,s0004648,true
3187,3188,18.0,0.0,4.0,32.166,15.0,0.0,4.0,0.0,0.91,1.74212055012981,1.0,0.976718885950178,64.0,0.0,evening,desktop,cash,ads,cash:ads,s0004649,false
3188,3189,35.0,1.0,4.0,945.715,7.0,3.0,11.0,1.0,5.34,3.12832409736469,2.0,0.762619333546044,20.0,0.0,afternoon,tablet,paypal,ads,paypal:ads,s0004650,false
3189,3190,20.22040894463004,0.0,0.0,630.12,45.0,1.0,6.0,0.0,3.99,2.24101008489459,6.0,-0.434197724434894,15.0,0.0,morning,mobile,bank,email,bank:email,s0004654,false
3190,3191,27.0,0.0,6.0,358.894,12.0,0.0,2.0,0.20188166380235723,2.92,2.27512119480704,1.0,0.886163816259931,20.0,1.0,afternoon,mobile,bank,direct,bank:direct,s0004656,false
3191,3192,26.857058381243217,0.0,4.0,508.555,10.0,4.0,6.0,1.0,6.71,2.13412679279055,2.0,0.0212767211009006,63.0,0.0,morning,tablet,bank,search_engine,bank:search_engine,s0004657,false
3192,3193,21.0,0.0,4.0,343.416,13.0,1.0,4.0,1.0,0.32,1.95913591998036,5.0,0.227111595924382,37.0,0.0,afternoon,mobile,paypal,search_engine,paypal:search_engine,s0004660,true
3193,3194,40.0,0.0,1.0,457.121,12.0,2.0,2.9550906345462034,0.0,7.8,4.29132856430079,6.0,0.259852914981953,18.0,0.0,,tablet,cash,social_media,cash:social_media,s0004661,false
3194,3195,57.0,1.0,1.0,513.656,49.0,3.0,8.0,0.0,13.21,1.82240040732676,1.0,-0.259119603895749,15.0,0.0,morning,tablet,cash,email,cash:email,s0004663,false
3195,3196,20.0,0.0,1.0,38.058,24.0,1.0,5.0,0.0,5.66,1.65817073609347,2.0,0.855884817651111,20.0,0.0,evening,mobile,cash,,cash:ads,s0004664,false
3196,3197,42.0,0.0,5.0,806.197,0.0,1.0,3.8441291374888036,0.0,2.99,2.04478418265184,3.0,0.721817644112352,6.0,1.0,afternoon,mobile,bank,search_engine,bank:search_engine,s0004665,false
3197,3198,48.0,1.0,3.0,70.044,19.0,4.0,0.0,0.0,0.0,2.85851208792711,4.0,-0.681448995361256,32.0,1.0,evening,mobile,cash,direct,cash:direct,s0004666,true
3198,3199,55.0,1.0,8.0,869.016,14.0,4.0,6.0,1.0,4.0,2.34736758154644,5.0,-0.914704807413403,51.0,0.0,morning,tablet,paypal,ads,paypal:ads,s0004667,false
3199,3200,18.0,0.0,4.0,513.984,45.0,4.0,3.0,0.0,4.83,1.19160291117259,6.0,-0.276675457473199,61.0,0.0,morning,mobile,bank,direct,bank:direct,s0004668,false
3200,3201,28.0,0.0,3.0,555.493,16.0,3.0,2.0,0.0,10.05,2.06195614659562,0.0,-0.527116935486649,15.0,0.0,evening,desktop,credit,,credit:search_engine,s0004669,false
3201,3202,28.0,0.0,2.0,773.277,7.0,4.0,3.0,1.0,2.55,2.00194878826041,2.394749104616012,-0.853394912218443,20.0,0.0,afternoon,mobile,bank,direct,bank:direct,s0004672,false
3202,3203,22.0,0.0,5.0,361.537,9.0,4.0,2.0,1.0,3.56,4.08655742980084,6.0,0.944422355283617,32.0,1.0,evening,desktop,cash,ads,cash:ads,s0004675,true
3203,3204,57.0,0.0,1.0,964.986,30.0,0.0,6.0,0.0,4.17,1.80312366874009,0.0,-0.201861545394078,17.0,0.0,evening,tablet,cash,ads,cash:ads,s0004676,false
3204,3205,36.0,1.0,6.0,790.254,33.0,1.0,5.0,1.0,3.93,5.29897176488955,2.0,-0.0792140724650257,25.0,1.0,morning,desktop,credit,direct,credit:direct,s0004678,true
3205,3206,46.0,1.0,3.0,869.286,13.0,1.0,2.0,1.0,11.81,4.50005876675999,3.0,-0.92066351746798,60.0,1.0,morning,desktop,cash,,cash:search_engine,s0004679,false
3206,3207,20.0,0.0,2.0,602.551,25.0,0.0,1.0,0.0,4.5,4.01049757407208,4.0,0.028422069788453026,13.0,0.0,afternoon,,credit,,credit:email,s0004680,false
3207,3208,44.0,1.0,2.0,934.837,37.0,2.0,6.0,0.0,3.88,0.223037964125853,5.0,0.99509261258012,7.0,0.0,evening,mobile,credit,,credit:search_engine,,false
3208,3209,59.0,0.0,1.0,5.372,24.0,1.0,3.0,1.0,1.16,3.98518454992078,6.0,0.294033770734685,18.0,1.0,afternoon,mobile,bank,ads,bank:ads,s0004682,false
3209,3210,24.0,1.0,0.0,286.522,19.0,4.0,1.0,1.0,5.52,4.09221624771971,0.0,-0.208387154249378,66.0,1.0,morning,desktop,credit,email,credit:email,s0004683,false
3210,3211,65.0,0.0,5.0,935.094,9.0,4.0,6.0,0.0,4.33,1.51067402186297,1.0,0.993578478507946,70.0,0.0,morning,desktop,bank,search_engine,bank:search_engine,s0004684,false
3211,3212,30.0,0.0,2.0,52.866,16.0,4.0,6.0,0.0,9.98,2.36748012577803,2.0,0.203168326049329,38.0,0.0,evening,mobile,paypal,direct,paypal:direct,s0004685,true
3212,3213,19.0,1.0,2.0,697.76,4.0,3.0,3.0,0.0,6.91,0.45560010183169,3.0,0.874950026522607,40.0,0.0,evening,desktop,paypal,email,paypal:email,s0004686,true
3213,3214,37.0,1.0,5.0,13.333,4.0,1.0,9.0,0.0,0.52,4.54501165705269,4.0,0.674821074129362,9.0,0.0,afternoon,mobile,credit,email,credit:email,s0004687,false
3214,3215,38.0,0.0,1.0,5.635,9.0,3.0,1.0,0.0,4.54,4.28677235835652,5.0,0.307967115969,66.0,1.0,morning,desktop,credit,email,credit:email,s0004688,false
3215,3216,19.0,0.0,7.0,346.1775956499637,40.0,4.0,3.0,0.0,0.4,3.64719911268507,6.0,-0.98870443991521,37.0,1.0,morning,mobile,credit,direct,credit:direct,s0004689,true
3216,3217,30.0,1.0,4.0,526.572,47.0,1.0,0.0,0.0,1.8,1.53295984876487,1.0,-0.830311344230985,55.0,1.0,evening,mobile,paypal,email,paypal:email,s0004691,false
3217,3218,38.53853849149372,0.0,3.0,228.537,20.703979090108263,3.0,4.0,1.0,3.47,2.57389626503697,4.0,0.129762435405296,7.0,0.0,afternoon,mobile,bank,,bank:email,s0004694,false
3218,3219,33.33513689275399,1.0,1.0,265.147,8.0,1.0,1.0,1.0,1.98,4.02291166679061,5.0,0.829143803092139,16.0,1.0,morning,mobile,,social_media,paypal:social_media,s0004695,false
3219,3220,34.714775080199345,1.0,9.0,4364.70399424097,12.0,2.0,1.0,0.0,6.39,2.515389167648654,0.0,0.991013182437767,66.0,0.0,morning,desktop,cash,social_media,cash:social_media,s0004697,false
3220,3221,19.0,1.0,3.0,357.59,15.0,3.0,2.0,1.0,5.09,5.13691207475845,2.0,0.850300073170579,36.0,1.0,evening,desktop,cash,search_engine,cash:search_engine,s0004699,true
3221,3222,25.0,1.0,2.0,341.01,45.0,2.0,0.0,0.0,7.81,3.21894288339657,3.0,0.0952992353306753,59.0,1.0,afternoon,desktop,,,credit:direct,s0004700,false
3222,3223,27.0,0.0,1.0,662.0656105935252,0.0,4.0,0.0,0.0,7.84,1.10303182548725,0.0,0.59784811800777,6.0,0.0,morning,mobile,,social_media,paypal:social_media,s0004704,false
3223,3224,44.0,0.0,2.0,296.808,21.0,3.0,2.0,0.0,0.98,0.147221948958322,1.0,-0.704252756869941,53.0,0.0,afternoon,tablet,paypal,search_engine,paypal:search_engine,s0004705,
3224,3225,22.0,0.0,1.0,383.636,34.0,4.0,2.0,1.0,1.93,2.51530766492216,2.0,0.627265799645743,60.0,1.0,morning,tablet,cash,email,cash:email,s0004706,false
3225,3226,21.0,0.0,2.0,827.698,46.0,1.0,4.0,1.0,10.19,0.0,5.0,0.908912072039415,39.0,0.0,evening,desktop,credit,social_media,credit:social_media,s0004709,true
3226,3227,34.0,0.0,4.0,508.368,38.0,1.0,2.0,1.0,7.29,1.63940221557203,6.0,0.0316619231933217,20.0,0.0,afternoon,mobile,bank,search_engine,bank:search_engine,s0004710,false
3227,3228,35.0,1.0,2.0,478.157,21.0,3.0,5.0,1.0,4.36,1.87138275850181,1.0,0.990319017839508,21.0,0.0,evening,mobile,paypal,,paypal:social_media,s0004712,false
3228,3229,52.0,0.5521912577704299,2.0,579.105,35.0,4.0,1.0,1.0,4.28,0.984437231152657,2.0,0.686433728999377,1.0,1.0,morning,mobile,cash,search_engine,paypal:search_engine,s0004713,false
3229,3230,19.0,1.0,5.0,24.15,11.0,1.0,5.0,0.16212842414372347,6.73,0.26541338487006,6.0,0.973864444136943,30.0,1.0,morning,desktop,,ads,cash:ads,s0004717,true
3230,3231,34.733992342114675,0.0,5.0,621.884,13.0,2.6698126426917566,1.0,0.0,7.49,2.00217391311921,0.0,0.0084079793076869,47.0,0.0,morning,tablet,bank,,bank:social_media,s0004718,true
3231,3232,38.0,1.0,6.0,402.1483326020827,34.0,0.0,0.0,1.0,8.94,2.06755877553629,1.0,-0.26503632534625,18.0,1.0,afternoon,mobile,credit,ads,credit:ads,s0004719,false
3232,3233,51.50506668753789,1.0,4.0,704.575,25.0,1.0,2.0,1.0,6.15,0.74310254386262,3.0,0.991964990465521,43.0,1.0,evening,tablet,bank,,bank:search_engine,s0004721,true
3233,3234,28.0,1.0,3.0,93.714,36.0,1.0,4.0,0.0,6.24,4.35661748593166,4.0,-0.880469685190605,10.0,0.0,afternoon,mobile,paypal,,paypal:ads,s0004722,false
3234,3235,39.0,1.0,2.0,819.868,25.0,3.0,5.0,1.0,6.31,5.12656118419603,5.0,0.999988135461653,36.0,0.0,afternoon,mobile,cash,search_engine,cash:search_engine,s0004723,true
3235,3236,48.0,1.0,0.0,442.651,43.0,3.0,6.0,0.0,1.66,2.48846647586607,6.0,-0.515009735287184,15.0,0.0,evening,mobile,cash,social_media,cash:social_media,s0004724,false
3236,3237,37.0,0.5831684229880462,2.0,751.568,38.0,1.0,3.0,1.0,2.0,2.88776724803905,0.0,-0.791386221488361,9.0,1.0,morning,desktop,paypal,direct,paypal:direct,s0004725,false
3237,3238,65.0,1.0,3.0,121.594,22.0,2.0,15.0,0.0,3.61,0.840938523878193,1.0,0.454701393463568,30.0,0.0,evening,tablet,bank,ads,bank:ads,s0004726,true
3238,3239,31.0,1.0,2.0,676.075,46.0,0.0,5.0,1.0,4.37,0.355534806148941,2.0,-0.25078205407706716,66.0,0.0,morning,desktop,bank,email,bank:email,s0004727,false
3239,3240,19.0,0.0,2.0,67.058,27.0,1.0,4.0,0.0,7.65,2.53284360229345,4.0,-0.551241742693526,24.0,0.0,,desktop,credit,direct,credit:direct,s0004729,false
3240,3241,35.0,0.0,2.0,163.425,33.0,3.0,3.0,1.0,3.05,0.251847630120682,6.0,0.338771887897602,23.0,1.0,afternoon,desktop,paypal,direct,paypal:direct,s0004731,false
3241,3242,30.196934652546695,1.0,4.0,434.221,21.0,1.0,1.0,0.0,6.71,1.96083274343901,1.0,-0.846487202028984,51.0,1.0,evening,tablet,bank,,bank:ads,,false
3242,3243,23.0,0.0,4.0,388.352,1.0,2.0,2.0128566273835533,1.0,13.95,1.74673089501106,2.0,0.404139113486594,30.0,1.0,afternoon,desktop,bank,email,bank:email,s0004734,true
3243,3244,31.0,1.0,1.0,594.434,33.0,0.0,3.0,0.0,3.03,0.304984759446376,3.0,0.999301140855964,21.0,0.0,morning,mobile,paypal,search_engine,paypal:search_engine,s0004735,false
3244,3245,64.0,0.0,3.0,713.686,30.0,1.0,7.0,0.0,2.15,1.53465297459096,4.0,0.928918849101386,66.0,0.0,morning,tablet,paypal,social_media,cash:social_media,s0004736,false
3245,3246,21.0,0.0,2.0,172.988,27.0,3.0,0.0,1.0,5.738069837912946,0.215874405676816,6.0,-0.184601603589647,3.0,1.0,afternoon,,paypal,direct,paypal:direct,s0004738,false
3246,3247,48.0,0.0,4.0,806.54,2.0,4.0,1.0,1.0,10.51,2.77248756693293,0.0,0.734873830544741,4.0,1.0,evening,desktop,credit,search_engine,credit:search_engine,s0004739,false
3247,3248,46.0,1.0,2.0,986.244,1.0,1.0,1.0,0.0,6.5,0.17394346548516,1.0,-0.982652159054944,47.0,0.0,morning,mobile,credit,direct,credit:direct,s0004740,true
3248,3249,35.0,1.0,0.0,930.07,36.0,1.0,6.0,1.0,5.01,3.48259977585994,2.0,0.986299305382985,31.0,0.0,evening,desktop,bank,direct,bank:direct,s0004741,true
